EN,NT,Sem. Cat.,Sub Sem. Cat.,Speaker 1,Speaker 2,Source,,,,,,,,,,,,,
kidʼs penis,dunyána lélróʼ,body parts,reproduction,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his pubic hair ,utlʼékhéʼ,body parts,hair,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his ribs,ucháánʼ,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his rump,utlʼéʼ,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his buttocks,utlʼéʼ,body parts,torso,,,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his scrotum,ughródhóʼ,body parts,reproduction,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his shoulder blade,ugáchánʼ,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his shoulder bone ,ugázrun,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his shoulder joint,ugázrun gwát,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his skin,udhóʼ,body parts,organ,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his skin ,utʼyúnʼ,body parts,organ,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his spine,uchánʼ,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his spine,uchántthʼánʼ,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his spinal cord ,udyánʼ kháʼ,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his spinal cord ,uníntsʼúʼ,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his teeth ,ughúʼ,body parts,head,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
lower teeth ,kʼétlʼaak ghúʼ,body parts,head,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
upper teeth ,kʼétaan ghúʼ,body parts,head,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his tendons,uchʼát,body parts,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his testicles,ughrótsíʼ,body parts,reproduction,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his thigh muscle ,udingho,body parts,leg,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his thumb,ulachúʼ,body parts,hand,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his toes,ukechúʼ,body parts,foot,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his little toe,uketsawa,body parts,foot,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his big toe ,uketthʼóʼ cho ,body parts,foot,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his toenails,ukegánʼ,body parts,foot,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his tongue,utthyáwʼ,body parts,head,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his umbilical cord,ujútlʼyáwʼ,body parts,reproduction,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his upper body ,umbát day,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his uvula,ukʼrálák,body parts,head,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
her vagina,udrúʼ,body parts,reproduction,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
her clitoris,udrúʼ tthyáwʼ,body parts,reproduction,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his veins,uchʼúʼ,body parts,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his waist,utlʼát,body parts,torso,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his whiskers,udayéʼ,body parts,hair,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
her womb,utsʼát,body parts,reproduction,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
her womb,utsʼádhóʼ,body parts,reproduction,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
his wrist,utsʼángwát,body parts,hand,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
manʼs mind,dan yíndíʼ,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
strong mind,uyíndí nátsat,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
weak mind,uyíndí tetsu,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
manʼs name,dan zíʼ,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
manʼs shadow,dan yúnzrúnʼ,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
manʼs spirit,dan yúnzrúnʼ,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
manʼs ghost,dan yúnzrúnʼ,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
manʼs shadow,dan yézrúnʼ,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
manʼs spirit,dan yézrúnʼ,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
manʼs ghost,dan yézrúnʼ,non-material,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
blister,túndót,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
blood,daw,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
boil,tsʼóʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
breath,dan dezrun,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
corpse,etíʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
crippled person ,dan utó hothyat,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
diarrhea,tlʼát hutsʼík,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
ear wax,dan dzák tʼróʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
excrement,tsénʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
flatus,jaat,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
fart,jaat,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
gall,tlʼóʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
hunchback ,dan unánʼ hánanʼe,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
milk (womanʼs),ayéndyáʼ máʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
milk (womanʼs),ayéndyáʼ tʼók,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
mucus,tsin gho,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
pus,kho,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
scab,łyat,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
scar,shat,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
semen,khan,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
snowblindness,náák thun,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
spit ,dezyaak,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
sweat (he sweats),tenedhyáw,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
tears,náák túʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
tears,tsáy túʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
tooth tartar,ghutsáánʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
tuberculosis,kho dzedetlʼíʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
urine,łro,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
vomit,neku,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
wart,tthʼyáwʼ,body products / conditions / diseases,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
beads,gúyát,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
belt,thi,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
belt,thay,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
bracelet,tthʼyánzhu,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
button,ʼyáák tsáwʼ,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
cap ,tsʼáʼ,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
cap ,tsʼaat,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
clothes,nde,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
coat made of caribou or sheep skin,dayaan,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
dress,ayéndyáʼ ʼyáák,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
skirt,ayéndyáʼ ʼyáák,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
earrings,dzák tlʼyáwʼ,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
fur coat,daghan ʼyáák,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
handkerchief,kwʼántʼi,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
head band,detthí tlʼat hechú,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
hood,ʼyáák tsʼáʼ ,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
mitts,maat,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
moccasins,ki,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
mukluks,kechan tho,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
nose ring,lényu,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
pants,tho,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
parka,yakaak ʼyáák,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
parka,póki,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
pocket,tsʼatʼáát,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
pocket,tsʼatʼá,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
ring,letthʼi,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
scarf,dháántʼaak,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
scarf,dhántʼa,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
shells,nintthʼan,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
shells,intthʼan,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
shirt,ʼyáák,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
jacket,ʼyáák,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
shoes,kegwát,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
shoelaces,kegwát tlʼyáwʼ,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
sleeve,gáánmáát,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
stockings,stógyan,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
socks,stógyan,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
stockings,dógyan,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
socks,dógyan,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
suspenders,wánétʼi,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
tattoo (chin),deyédéʼ denetráʼ,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
underclothes,tʼéʼ ʼyáák,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
underclothes,tʼanede,clothing / ornamentation,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
black ,denétʼro,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
black ,denétʼroʼ,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
brown ,dettho,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
green,dentlʼrun,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
blue,dentlʼrun,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
green,denintlʼrun,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
blue,denintlʼrun,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
grey,detsʼa,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
grey,detsʼaat,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
light grey,ukádegay,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
pink,detsik,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
pink,dentsik,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
red,detʼaw,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
white,degay,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
white,dekʼaw,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
off-white,dembia,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
mixed colours in a check pattern,nedenakráʼ,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
mixed colours,ukʼóhonétsin,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
striped colours,nedenetsʼat,colours,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
baking pan,łyóʼ tthʼéʼ,cooking and eating utensils,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
barrel,dechan yúnthéʼ cho,cooking and eating utensils,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
beer bottle,sra tthʼéʼ,cooking and eating utensils,,Tommy McGinty,Johnson Edwards,Selkirk Indian Language Noun Dictionary - Ritter (1977) ,,,,,,,,,,,,,
